speech,emotion
사귀던 남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져 있자고 했어. 그런데 나중에 알고 보니까 새로운 여자친구가 생겼더라고.,Sadness
소개팅에서 만난 사이였어.	,Sadness
친구한테 한번 얘기를 해봐야 될 것 같아. 다음으로 미루든 아니면 다른 곳에서 만나든.,Neutral
나 요즘 허리가 너무 아픈 것 같아.,Sadness
이번 약속도 한 번 미뤘던 거기 때문에 더 미루긴 좀 미안하고 장소를 바꿔야 될까?,Neutral
회사 사람 중에 나를 괴롭히는 사람이 한명 있어.,Angry
최근에 점점 늘어서 세 배까지 늘어났대.,Sadness
저녁에 친구랑 식당에서 밥을 먹는데 갑자기 지진 일어났어!,Fear
다행히 생명에는 지장이 없는데. 그래도 병원 위자료는 면할 수 없어.,Sadness
바쁜 건 없는데 그냥 몸이 많이 지치네.,Sadness
15년을 키웠으니 가족들도 허망할 거야.,Sadness
회사 안에 내 마음을 털어놓고 이야기할 사람이 아무도 없어. 그래서 더 스트레스 받아!,Sadness
나 결국 헤어졌어.,Sadness
그 친구한테 다시 한 번 정중하게 물어봐야겠다. 서로를 위해 좋은거니까. 그치?,Neutral
회사 안에 내 마음을 털어놓고 이야기 할 사람이 없어서 스트레스를 풀 수가 없어 그래서 더 힘들어.,Sadness
정말 쉬고 싶은데 시간도 너무 촉박하고 감기걸려서 컨디션도 정말 꽝이거든.,Sadness
이제 삼 년 지났어. 결혼까지 생각했었는데 아니었나봐.,Sadness
약속이 있어서 친구를 기다리는데 친구가 아직 안 와!,Angry
약속이 있어서 친구를 기다리는데 친구가 아직도 안 왔어.,Angry
한 번 미뤘던 약속이라 다음으로 미루기는 좀 그래.,Sadness
그렇잖아도 선배가 커피사줘서 마시고 왔어.,Sadness
이대로면 계속 살기는 힘들어.,Angry
면접에서 떨어져서 너무 속상해서 길을 여기저기 돌아다니고 있어.,Sadness
우울한 마음 때문에 매일 집 안에만 있었는데 오늘은 산책을 하면서 우울한 마음을 떨쳐버려야겠어!,Sadness
나 이번 면접에서도 떨어졌어!,Sadness
바쁘다는 핑계로 나를 너무 부려먹는 거 같애.,Angry
허리만 다치셔서 다른 덴 다 괜찮으셔.,Sadness
너무 중요한 약속이라 미루긴 좀 힘들 것 같아.,Fear
권태기가 왔대 지겨워 졌나봐.,Sadness
내가 먼저 만나자고 해서 다음으로 미루기엔 좀 그래.,Sadness
하필 확진자가 나온 강남역이야.,Fear
이따가 친구랑 먹어야지.,Sadness
집에 들어가면 나를 항상 반겨주던 해피가 없어서 너무 허전해. 해피가 너무 보고싶어!,Sadness
어제 아빠가 또 다치셨어!,Sadness
삼년 내내 한 번도 싸운 적이 없었어. 정말 나한테 잘 맞춰줬어.,Sadness
우리 아빠 어제 또 다쳤어.	,Sadness
3년 전에 친한 친구가 소개시켜 줬어.,Sadness
아니 전혀. 우리 3년 동안 한번도 싸운 적 없었어.,Sadness
하루종일 앉아서 일하는 거니깐 당연히 아플거야.,Sadness
친구도 이해심이 많은 편이니까 내가 기분 나쁘지 않게 얘기를 꺼내 볼게.	,Neutral
그렇지 않아도 나도 다른 회사로 이직을 준비해보려고.,Angry
정부 보조금과 사람들의 기부금으로 운영되고 있어.,Sadness
이번에도 미뤘던 약속이라 또 미루면 친구가 뭐라고 생각하겠어.,Neutral
갑자기 일어난 지진 때문에 너무 놀라서 아직도 진정이 안돼. 잠도 제대로 못 잤어.,Fear
사귀는 동안 서로 성격도 안 맞았고 잘 싸웠어.,Sadness
그래서 헬스 끊었어 한번 시작해 보려고.	,Sadness
오늘 너무 화가 나고 스트레스 받았는데 너한테 이야기 하고 나니까 마음이 좀 풀렸어. 앞으로도 너한테 이야기 할게.,Happiness
권태기가 왔대. 그렇게 잘해주더니만. 어떻게 권태기가 갑자기 오지?,Sadness
알겠어. 다시 한 번 이야기 해볼게.,Neutral
오늘 회사에서 전화 와서 새로운 업무를 준다고 해서 너무 화가 나고 짜증이 났는데 너한테 이야기하고 나니까 마음이 좀 풀렸어 앞으로도 너한테 이야기할게.	,Happiness
맘 같아선 연차 내고 싶은데 내일까지 제출해야 돼서 그렇게 할 수도 없어.,Sadness
성격은 서로 잘 맞았거든. 정말 자상하고 따뜻한 사람이였는데.,Sadness
기다린 지 한 시간이 넘었는데 연락도 없고 오지도 않아.,Angry
혼자서 친구를 기다린지 1시간이 넘었어 너무 짜증이 나.	,Angry
그래. 그래야겠다.,Happiness
기획안을 다시 제출해야하니깐 최선을 다해서 다시 해보고 일찍 퇴근할 수 있으면 해 봐야지.,Sadness
괜히 강남 지역에서 만났다가 병에 걸리면 안되니까 친구한테 전화해서 약속을 어떻게 할지 이야기해 봐야겠어.,Fear
나 내일 약속있는데 그대로 나가도 될까?,Fear
만날 때는 많이 안 싸웠어.,Sadness
면접 본 회사에 전화를 했는데 나는 합격자 명단에 없다고 했어.	,Sadness
그저께 저녁에 갑자기 의식을 잃어서 동물 병원 응급실로 데려갔어 치료를 받으면서 의식도 찾고 밥도 먹으면서 회복되는 것 같았어 하지만 결국에는 세상을 떠났어.	,Sadness
일주일에 5일은 기본이고 밥보다 술을 더 많이 드셔.,Angry
실내보다는 밖이 낫겠지? 장소를 다시 한 번 찾아봐야겠다.,Neutral
소개팅에서 만났어 좋다고 계속 연락 오더라고.	,Sadness
다음으로 미루기는 힘들어. 지난번에도 한 번 미뤘었거든.,Fear
나는 잘하는게 없나봐.,Sadness
사람들이 강아지를 너무 많이 버리더라고.,Angry
술 드시고 오시다가 계단에서 넘어지셨대.,Sadness
이제 두 달 다 돼 가. 잊혀지지가 않어.,Sadness
술 드시고 계단을 오르다가 넘어지셨어. 그래서 허리를 다치셔서 병원에 입원 중이셔. 너무 속상해.,Sadness
3년 동안 사귀면서 한 번도 싸운 적도 없었고 마음이 너무 잘 맞아서 헤어진다고 생각은 못 했어.,Sadness
이제 두 달 됐는데 아직도 마음이 너무 아파.,Sadness
"아, 나 내일 약속 있는데 나가도 될까?",Fear
유기견 다큐멘터리를 봤는데 무책임한 사람들 때문에 화가 나!,Angry
회사 안에서는 없고 너밖에 없어.,Sadness
약속이 있어서 친구 기다리고 있는데 아직 안 왔어.	,Angry
좋은 생각인 것 같아. 강남역은 사람들이 많이 다니니깐 사람들이 별로 다니지 않는 공원쪽으로 옮겨보는 게 좋을 것 같아.,Fear
"식당 안에서 밥을 먹던 사람들이 갑자기 일어난 지진 때문에 여기저기 넘어졌고, 내 친구는 많이 다치진 않았지만 발목을 좀 다쳤어. 다행히도 크게 다친 사람들이 없었어.",Fear
그래. 한번 혼자서 산책도 해봐야겠다!,Happiness
우리도 다 그렇게 생각하고 있어. 정말 행복을 주고 떠났거든.,Sadness
나 면접에 또 떨어졌어.,Sadness
3년 연애했지.,Sadness
나 결국 헤어지게 됐어.,Sadness
나 잘하는 게 아무것도 없나봐.,Sadness
해피가 죽고 말았어.,Sadness
두 달이 지났는데도 아직 정리가 잘 안 돼.,Sadness
연락도 없고 너무 답답해서 전화를 했는데 전화를 안 받아.,Angry
"약속시간에 너무 늦어서 화가 나기도 하고, 무슨 일이 생긴 건가 싶어서 친구한테 전화를 했어. 그런데 내 전화를 안 받아.",Angry
맞아. 결과보다 과정이 중요한데 이 회사는 결과를 더 중요하게 생각하나 봐.,Sadness
요새 괜히 기분이 우울해.,Sadness
며칠 전에 확진자가 나온 강남역이야. 너무 찜찜해.,Fear
헤어진 지 두 달 짼데 많이 힘들어.,Sadness
이번 면접에 또 떨어졌으니까 다른 회사에 시험면접 볼 준비를 해야 하는데 내가 정말 잘 할 수 있을지 걱정이야.,Sadness
대화가 안 돼. 다 포기 상태야.,Angry
알겠어. 다시 한번 연락해 봐야겠다.,Neutral
3년 동안 정말 싸운 적이 한번도 없었어. 너무 잘 맞춰줬거든.,Sadness
나 면접에 또 떨어졌어.,Sadness
그러니깐. 약속 장소를 강남역보다는 근처에 있는 공원으로 해야되겠어.,Neutral
밤 새 준비한 기획안을 또 퇴짜 맞았잖아! 처음부터 다시 하래.,Sadness
어 엄청나게 늘어나고 있는 것 같더라.,Angry
응. 생명엔 지장이 없으시대. 하지만 병원에 입원해 계셔.,Sadness
룸메이트와 너무 자주 싸우게 돼.,Angry
다행히도 넘어지면서 허리만 다치셔서 다른 덴 다친 곳이 없으셔. 하지만 허리 치료 때문에 당분간 병원에 계셔야 해.,Sadness
헤어진지 두 달 정도 됐는데 충격이 너무 커서 다른 사람 만나기도 겁나!,Sadness
약속 있어 나왔더니 친구가 아직도 안왔어.,Angry
경기도에 있는 유기견 보호소였는데 아이들이 버려져갖고 다 불쌍한 눈으로 쳐다보고 있는거야! 제작진들을.,Sadness
"강남인데, 아, 오늘 확진자 나왔잖아.",Fear
경기도에 있는 유기견보호소였는데 그 곳 아이들이 너무 처참했어.,Sadness
당연히 연락 해봤지. 그런데 안 받아.,Angry
친구도 걱정 되니까 이해해 주겠지. 조심스럽게 이야기를 한 번 꺼내봐야 되겠어.,Neutral
지진으로 다친 데는 없지만 너무 놀라서 어제 저녁에 잠도 못자서 오늘은 좀 푹 쉬어야할 것 같아.,Fear
권태기인 것 같아. 너무 오랫동안 만났잖아.,Sadness
내일 강남에서 약속있는데 어떡하지?,Fear
약속 있어서 나왔더니 친구가 아직도 오지를 않네.,Angry
아니. 창피해서 말 못하겠어.,Sadness
면접 본 회사에 전화를 해서 알아봤는데 합격자 명단에 없대.,Sadness
너무 잘해서 받기만 하는 입장이었어. ,Sadness
남자친구가 새로운 여자친구가 생겼다고 헤어지자고 통보했어!,Sadness
"어제 몸이 너무 아팠는데, 밤새 작업해서 기획안을 완성했어. 완성된 기획안을 상사한테 제출했는데, 모두 잘못됐다고 다시 만들어오래.",Sadness
엊그제 갑자기 의식을 잃고 쓰러졌거든. 조금 나아지느가 싶더니 결국 죽고 말았어.,Sadness
룸메이트랑 또 싸웠어.,Angry
약속을 잡을 때마다 약속 시간에 늦어서 너무 화가 나고 속상해.,Angry
친구가 약속을 잡고 만날 때마다 매번 약속시간에 늦어.,Angry
약속이 있어서 친구 기다리고 있는데 아직도 오지 않고 있어.	,Angry
진행하고 있는 프로젝트가 잘 풀리지 않고 컨디션이 별로 좋지 않아.,Sadness
내가 먼저 한 약속이라 다음으로 미루기에는 좀 그래.	,Sadness
부모님께 너무 죄송해서 면접에 떨어졌다는 이야기를 아직 못했어.,Sadness
영화나 한 편 보려했더니 회사에서 또 전화가 왔어!,Angry
나 잘하는게 없나봐.,Sadness
두 달이 지났는데 그 사람은 다른 여자가 있더라고.,Sadness
쉬려고 잠깐 나갔다가 일 안 한다고 욕 먹고 다시 들어왔어.,Sadness
유기견 다큐멘터리를 봤는데 책임감없는 사람들 진짜 너무하더라.,Angry
일주일에 다섯 번은 드시는 것 같아. 아무래도 중독이신 것 같지?,Angry
청소하자고 할 때마다 약속 있다고 나가는 거야.,Angry
어제 저녁에 엄청 무서웠어.,Fear
친구랑 약속이 있어서 기다리고 있는데 친구가 아직 안 와.	,Angry
벌써 한 시간이나 지났어.,Angry
수용할 수 있는 강아지들의 수는 한정되어 있는데 지금 한 3배에서 4배 정도는 더 많대.	,Sadness
아니 아직 안 가봤어 옆에서 같이 일하는 친구가 갔다 왔는데 허리에 주사를 놓드래 근데 그 고통이 너무 심했대.	,Sadness
최근에 버려진 아이들이 작년에 비해 세 배나 많대.,Sadness
우리 아빠가 어제 또 다쳤어.,Sadness
응. 얘는 자주 그래. 어릴 때부터 계속 그랬어.,Angry
우리 아빠가 어제 또 다치셨어.,Sadness
나 면접에 또 떨어졌어.,Sadness
3년 전에 친구들 모임에서 만나게 되었어.,Sadness
확진자있는 강남.,Fear
한 시간이 지났어 혼자서 기다린지.,Angry
이번 면접에 떨어졌으니까 다른 회사에 갈 준비를 해야하는데 자신이 없어.,Sadness
두 달이 지났는데도 아직도 생각나는거 보면 아직 못 잊었나봐.,Sadness
3년 전에 친구가 소개시켜줘서 만났어.,Sadness
"마음이 너무 답답하고 힘들어서 나도 잠깐 쉬고 싶은데, 잘못된 기획안을 다시 만드려면 쉴 시간이 없어.",Sadness
밥도 못먹고 잠도 못자고 계속 울고만 계셔.,Sadness
아휴. 너무 지저분해. 음식물 쓰레기를 여기저기 마구 버려.,Angry
"약속 시간에 지각하는 거에 대해서 친구한테 이야기해 보려고 했는데, 이야기하고 나서 서로 어색해질 것 같아서 내가 그냥 참았어.",Angry
친구가 약속 시간에 지각하는 거에 대해서 이야기한 적이 한 번도 없었어. 그냥 내가 참고 넘어갔는데 이번에는 친구를 만나면 약속 시간 문제에 대해서 진지하게 이야기 나눠봐야 할 거 같아.,Angry
혼자서 벌써 한 시간째 기다리고 있어. 이게 할 노릇인지 모르겠다.,Angry
하고 있는 일에 진도가 잘 나가지 않아서 일하고 싶지 않아 무기력한 날이 점점 늘어가고 있어 나 정말 무기력증 인가봐 어떻게 해?	,Sadness
이야기를 해도 잠깐 고쳤다가 다시 더러워져.,Angry
면접을 볼 때마다 계속 떨어지고 나니까 내가 과연 취직을 할 수 있을지 걱정돼서 밥맛도 없어.,Sadness
십오 년동안 우리 곁에서 함께한 해피가 갑자기 세상을 떠나서 가족들도 나도 너무 슬프고 허전해.,Sadness
다른 사람도 있는데 나한테만 자꾸 일거리를 줘!,Angry
"밤샘 작업해서 완성한 기획안을 상사한테 제출했는데, 잘못됐다고 처음부터 다시 작성하래.",Sadness
괜찮아져야지. 얼른 잊고 훌훌 털어버려야지.,Sadness
면접 본 회사에 전화를 했는데 합격장 명단에 나는 없다고 했어. 너무 속상해!,Sadness
아 어제 저녁에 정말 무서웠어.,Fear
오늘까지 마무리 지으라고 해서 아마 야근해야 될 거 같애.,Sadness
그런 것 같더라. 정말 너무하지.,Angry
술 드시고 오실 때마다 이야기는 해 봤지 하지만 매번 똑같은 답이야 끊겠다고 하셔 그리고 끊지 못하고 계시지.	,Angry
그럴때마다 화를 내봤지! 하지만 미안하다고 하고 다음에도 또 똑같은 행동을 해!,Angry
친구랑 식당에서 저녁을 먹는데 갑자기 지진이 일어나서 깜짝 놀랐어 지진 때문에 다치진 않았어.	,Fear
약속 장소에서 한 시간 넘게 기다렸는데 연락도 없고 오지도 않아.,Angry
"전화를 해도 전화를 받지를 않아. 어, 정말 기분이 나빠.",Angry
아 오래전에 했던 약속이라 지금 고민 중이야.,Neutral
정부보조금과 사람들의 기부금으로 운영이 되고 있대.	,Sadness
지금은 많이 괜찮아지셨는데 병원에 가서 많이 꼬맸어.	,Sadness
아직 얘기해본 적은 없는데 이번 기회에 한번 얘기해 보려고.,Angry
